chrom	length	bases	mean	min	max
NW_026512482.1	37709	81631	2.16	0	35
NW_026512483.1	108378	331646	3.06	0	72
NW_026512484.1	42581	139132	3.27	0	25
NW_026512485.1	112612	141525	1.26	0	29
NW_026512486.1	26080	45996	1.76	0	14
NW_026512487.1	41205	83682	2.03	0	17
NW_026512488.1	27889	260500	9.34	0	100
NW_026512489.1	10642	21082	1.98	0	39
NW_026512490.1	85036	257299	3.03	0	44
NW_026512491.1	38788	34267	0.88	0	19
NW_026512492.1	21981	197842	9.00	0	57
NW_026512493.1	32949	40349	1.22	0	37
NW_026512494.1	27956	159845	5.72	0	41
NW_026512495.1	52474	391245	7.46	0	150
NW_026512496.1	91871	175690	1.91	0	40
NW_026512497.1	47353	93964	1.98	0	31
NW_026512498.1	38384	128931	3.36	0	27
NW_026512499.1	140422	248614	1.77	0	52
NW_026512500.1	29478	86770	2.94	0	16
NW_026512501.1	96591	140879	1.46	0	36
NW_026512502.1	172845	322500	1.87	0	37
NW_026512503.1	115647	571070	4.94	0	629
NW_026512504.1	56697	123105	2.17	0	27
NW_026512505.1	42961	212843	4.95	0	200
NW_026512506.1	58104	73153	1.26	0	30
NW_026512507.1	60049	56548	0.94	0	30
NW_026512508.1	26961	26145	0.97	0	6
NW_026512509.1	201322	374838	1.86	0	51
NW_026512510.1	74503	121567	1.63	0	71
NW_026512511.1	35999	77158	2.14	0	49
NW_026512512.1	11181	11729	1.05	0	9
NW_026512513.1	22406	338072	15.09	0	160
NW_026512514.1	47411	112827	2.38	0	41
NW_026512515.1	40976	87579	2.14	0	29
NW_026512516.1	45947	48951	1.07	0	18
NW_026512517.1	33896	202181	5.96	0	140
NW_026512518.1	24010	14249	0.59	0	9
NW_026512520.1	274317	596685	2.18	0	145
NW_026512521.1	36667	53663	1.46	0	30
NW_026512522.1	157466	116157	0.74	0	16
NW_026512523.1	54960	136367	2.48	0	42
NW_026512524.1	38649	51318	1.33	0	14
NW_026512525.1	110664	140443	1.27	0	25
NW_026512526.1	218111	707127	3.24	0	59
NW_026512527.1	196679	309867	1.58	0	28
NW_026512528.1	41689	83821	2.01	0	28
NW_026512529.1	332695	712960	2.14	0	68
NW_026512530.1	42904	59859	1.40	0	14
NW_026512531.1	310691	1008607	3.25	0	135
NW_026512532.1	85327	177509	2.08	0	29
NW_026512533.1	60885	305745	5.02	0	132
NW_026512534.1	50326	84967	1.69	0	26
NW_026512535.1	116887	256398	2.19	0	56
NW_026512536.1	39015	151559	3.88	0	343
NW_026512537.1	30796	29883	0.97	0	23
NW_026512538.1	453206	2102879	4.64	0	414
NW_026512539.1	55252	376328	6.81	0	83
NW_026512540.1	251838	2135490	8.48	0	193
NW_026512541.1	23938	156435	6.54	0	863
NW_026512542.1	50248	138318	2.75	0	26
NW_026512543.1	35089	27281	0.78	0	15
NW_026512544.1	76578	372951	4.87	0	194
NW_026512545.1	503217	5570869	11.07	0	971
NW_026512546.1	394812	1589480	4.03	0	335
NW_026512547.1	196864	337211	1.71	0	33
NW_026512548.1	90772	137521	1.52	0	28
NW_026512549.1	42747	134136	3.14	0	74
NW_026512550.1	148337	570496	3.85	0	176
NW_026512551.1	70204	113372	1.61	0	35
NW_026512552.1	184651	395868	2.14	0	146
NW_026512553.1	30667	17967	0.59	0	23
NW_026512554.1	179063	317861	1.78	0	43
NW_026512555.1	116550	170465	1.46	0	18
NW_026512556.1	407456	1200730	2.95	0	69
NW_026512557.1	189921	1439482	7.58	0	282
NW_026512558.1	50620	110626	2.19	0	29
NW_026512559.1	38162	192412	5.04	0	23
NW_026512560.1	27233	26128	0.96	0	16
NW_026512561.1	118652	207599	1.75	0	28
NW_026512562.1	37266	56041	1.50	0	20
NW_026512563.1	58363	164919	2.83	0	214
NW_026512564.1	148257	916697	6.18	0	125
NW_026512565.1	27985	31929	1.14	0	21
NW_026512566.1	211980	354386	1.67	0	28
NW_026512567.1	35724	48543	1.36	0	18
NW_026512568.1	53743	64225	1.20	0	50
NW_026512569.1	68658	54421	0.79	0	14
NW_026512570.1	30277	103778	3.43	0	112
NW_026512571.1	20484	31616	1.54	0	7
NW_026512572.1	47470	131879	2.78	0	37
NW_026512573.1	19741	17203	0.87	0	9
NW_026512574.1	48856	108476	2.22	0	23
NW_026512575.1	33447	77044	2.30	0	56
NW_026512576.1	399639	1005702	2.52	0	56
NW_026512577.1	73902	85519	1.16	0	16
NW_026512578.1	10101	3637	0.36	0	9
NW_026512579.1	47745	133384	2.79	0	107
NW_026512580.1	198068	328292	1.66	0	29
NW_026512581.1	197674	316030	1.60	0	29
NW_026512582.1	302561	954758	3.16	0	67
NW_026512583.1	57505	88319	1.54	0	22
NW_026512584.1	42196	263055	6.23	0	120
NW_026512585.1	40817	74808	1.83	0	27
NW_026512586.1	33823	46499	1.37	0	16
NW_026512587.1	58994	77795	1.32	0	20
NW_026512588.1	50025	41588	0.83	0	9
NW_026512589.1	86255	562730	6.52	0	294
NW_026512590.1	28382	65826	2.32	0	20
NW_026512591.1	38152	112194	2.94	0	19
NW_026512592.1	116563	665019	5.71	0	836
NW_026512593.1	185793	353461	1.90	0	21
NW_026512594.1	45484	87944	1.93	0	47
NW_026512595.1	23538	45688	1.94	0	16
NW_026512596.1	24400	42954	1.76	0	16
NW_026512597.1	258572	399365	1.54	0	31
NW_026512598.1	143878	296651	2.06	0	119
NW_026512599.1	26422	89429	3.38	0	25
NW_026512600.1	162003	8431534	52.05	0	1542
NW_026512601.1	50139	177794	3.55	0	37
NW_026512602.1	48537	73688	1.52	0	12
NW_026512603.1	34509	68421	1.98	0	16
NW_026512604.1	166052	425428	2.56	0	72
NW_026512605.1	28236	75363	2.67	0	104
NW_026512606.1	60932	94067	1.54	0	12
NW_026512607.1	41040	47065	1.15	0	16
NW_026512608.1	56926	83213	1.46	0	18
NW_026512609.1	27219	252901	9.29	0	1093
NW_026512610.1	56616	222333	3.93	0	98
NW_026512611.1	7041	2677	0.38	0	7
NW_026512612.1	228926	866171	3.78	0	437
NW_026512613.1	27365	46572	1.70	0	13
NW_026512614.1	32890	431967	13.13	0	222
NW_026512615.1	529426	1273533	2.41	0	66
NW_026512616.1	73144	177439	2.43	0	21
NW_026512617.1	59365	94371	1.59	0	17
NW_026512618.1	68795	90466	1.32	0	31
NW_026512619.1	82811	113176	1.37	0	25
NW_026512620.1	61557	96326	1.56	0	33
NW_026512621.1	53195	90143	1.69	0	64
NW_026512622.1	92627	174329	1.88	0	229
NW_026512623.1	56461	96257	1.70	0	24
NW_026512624.1	375788	884309	2.35	0	110
NW_026512625.1	394838	1161319	2.94	0	90
NW_026512626.1	12312	30140	2.45	0	14
NW_026512627.1	68692	92725	1.35	0	23
NW_026512628.1	82618	101532	1.23	0	33
NW_026512629.1	53842	112549	2.09	0	17
NW_026512630.1	28325	39245	1.39	0	12
NW_026512631.1	28291	81147	2.87	0	41
NW_026512632.1	24446	16634	0.68	0	10
NW_026512633.1	235504	332652	1.41	0	32
NW_026512634.1	271404	488964	1.80	0	38
NW_026512635.1	39785	85816	2.16	0	18
NW_026512636.1	58941	141557	2.40	0	45
NW_026512637.1	500569	974982	1.95	0	135
NW_026512638.1	41979	192389	4.58	0	99
NW_026512639.1	24812	22632	0.91	0	8
NW_026512640.1	52271	193577	3.70	0	39
NW_026512641.1	213923	318046	1.49	0	38
NW_026512642.1	283565	638861	2.25	0	171
NW_026512643.1	90506	183278	2.03	0	18
NW_026512644.1	91735	145283	1.58	0	21
NW_026512645.1	71434	95199	1.33	0	18
NW_026512646.1	42680	37399	0.88	0	20
NW_026512647.1	228455	606300	2.65	0	115
NW_026512648.1	332623	657159	1.98	0	72
NW_026512649.1	22127	35128	1.59	0	22
NW_026512650.1	79147	145950	1.84	0	27
NW_026512651.1	63142	76191	1.21	0	25
NW_026512652.1	139145	364956	2.62	0	73
NW_026512653.1	54226	79323	1.46	0	39
NW_026512654.1	110936	302820	2.73	0	78
NW_026512655.1	73167	100175	1.37	0	311
NW_026512656.1	26565	53250	2.00	0	34
NW_026512657.1	7926	9459	1.19	0	11
NW_026512658.1	33861	39168	1.16	0	29
NW_026512659.1	133396	182292	1.37	0	16
NW_026512660.1	39211	66971	1.71	0	13
NW_026512661.1	52375	116966	2.23	0	101
NW_026512662.1	23887	14801	0.62	0	15
NW_026512663.1	4915	6255	1.27	0	5
NW_026512664.1	49984	54201	1.08	0	11
NW_026512665.1	42831	53581	1.25	0	17
NW_026512666.1	42679	57153	1.34	0	18
NW_026512667.1	4009	3397	0.85	0	5
NW_026512668.1	57668	128343	2.23	0	41
NW_026512669.1	114177	181386	1.59	0	17
NW_026512670.1	281150	573151	2.04	0	125
NW_026512671.1	3588	52991	14.77	0	128
NW_026512672.1	106003	206324	1.95	0	42
NW_026512673.1	41476	135546	3.27	0	74
NW_026512674.1	48197	171677	3.56	0	98
NW_026512675.1	43149	61583	1.43	0	32
NW_026512676.1	52043	61954	1.19	0	15
NW_026512677.1	58197	343858	5.91	0	362
NW_026512678.1	79808	188736	2.36	0	26
NW_026512679.1	80856	102525	1.27	0	25
NW_026512680.1	469673	839254	1.79	0	52
NW_026512681.1	85563	254276	2.97	0	48
NW_026512682.1	137446	264274	1.92	0	31
NW_026512683.1	33736	102593	3.04	0	28
NW_026512684.1	422814	777759	1.84	0	60
NW_026512685.1	60411	180725	2.99	0	28
NW_026512686.1	34464	42056	1.22	0	30
NW_026512687.1	120745	228961	1.90	0	36
NW_026512688.1	23730	48521	2.04	0	42
NW_026512689.1	22278	20718	0.93	0	29
NW_026512690.1	55778	83363	1.49	0	52
NW_026512691.1	89101	104998	1.18	0	21
NW_026512692.1	53230	122644	2.30	0	43
NW_026512693.1	4658	3465	0.74	0	8
NW_026512694.1	37198	38657	1.04	0	19
NW_026512695.1	365704	487255	1.33	0	42
NW_026512696.1	64560	90366	1.40	0	21
NW_026512697.1	58693	86230	1.47	0	15
NW_026512698.1	58165	122301	2.10	0	26
NW_026512699.1	53663	89046	1.66	0	292
NW_026512700.1	304079	562269	1.85	0	69
NW_026512701.1	32343	70752	2.19	0	25
NW_026512702.1	24546	24146	0.98	0	9
NW_026512703.1	67802	221062	3.26	0	32
NW_026512704.1	90409	839805	9.29	0	2101
NW_026512705.1	50001	82195	1.64	0	39
NW_026512706.1	6668	3576	0.54	0	7
NW_026512707.1	163860	406547	2.48	0	53
NW_026512708.1	49993	87320	1.75	0	41
NW_026512709.1	43953	38972	0.89	0	24
NW_026512710.1	42789	80929	1.89	0	25
NW_026512711.1	2838	3404	1.20	0	7
NW_026512712.1	42262	125617	2.97	0	53
NW_026512713.1	261157	505066	1.93	0	77
NW_026512714.1	38392	80520	2.10	0	26
NW_026512715.1	325382	925794	2.85	0	56
NW_026512716.1	257034	430362	1.67	0	30
NW_026512717.1	78278	138074	1.76	0	20
NW_026512718.1	24230	25188	1.04	0	25
NW_026512719.1	46150	92165	2.00	0	18
NW_026512720.1	24771	55528	2.24	0	17
NW_026512721.1	22010	157400	7.15	0	195
NW_026512722.1	308996	405418	1.31	0	47
NW_026512723.1	213575	427933	2.00	0	26
NW_026512724.1	52710	102497	1.94	0	32
NW_026512725.1	49958	39852	0.80	0	11
NW_026512726.1	56427	124575	2.21	0	43
NW_026512727.1	141925	217309	1.53	0	42
NW_026512728.1	172825	384442	2.22	0	35
NW_026512729.1	5368	8584	1.60	0	8
NW_026512730.1	44585	115216	2.58	0	170
NW_026512731.1	87550	155200	1.77	0	44
NW_026512732.1	5434	6745	1.24	0	12
NW_026512733.1	56647	131010	2.31	0	28
NW_026512734.1	94288	205188	2.18	0	52
NW_026512735.1	26540	59235	2.23	0	26
NW_026512736.1	37183	57096	1.54	0	14
NW_026512737.1	17847	58698	3.29	0	27
NW_026512738.1	14007	13285	0.95	0	8
NW_026512739.1	74895	104172	1.39	0	37
NW_026512740.1	39373	71566	1.82	0	33
NW_026512741.1	129493	473554	3.66	0	49
NW_026512742.1	44267	88107	1.99	0	31
NW_026512743.1	205282	651222	3.17	0	59
NW_026512744.1	119483	257473	2.15	0	70
NW_026512745.1	48995	292633	5.97	0	690
NW_026512746.1	47292	89239	1.89	0	29
NW_026512747.1	79696	84934	1.07	0	14
NW_026512748.1	37663	123721	3.28	0	118
NW_026512749.1	284558	637650	2.24	0	45
NW_026512750.1	148481	390590	2.63	0	96
NW_026512751.1	39633	70327	1.77	0	45
NW_026512752.1	2996	4412	1.47	0	11
NW_026512753.1	188130	819299	4.35	0	105
NW_026512754.1	387780	756260	1.95	0	44
NW_026512755.1	368591	551844	1.50	0	42
NW_026512756.1	39709	159849	4.03	0	56
NW_026512757.1	133236	206267	1.55	0	40
NW_026512758.1	8444	6894	0.82	0	12
NW_026512759.1	116135	143686	1.24	0	28
NW_026512760.1	66583	326281	4.90	0	87
NW_026512761.1	461064	1065039	2.31	0	244
NW_026512762.1	25721	89410	3.48	0	16
NW_026512763.1	39293	78821	2.01	0	18
NW_026512764.1	89460	508728	5.69	0	143
NW_026512765.1	57594	97569	1.69	0	22
NW_026512766.1	24290	33564	1.38	0	9
NW_026512767.1	10342	14570	1.41	0	12
NW_026512768.1	55833	87529	1.57	0	22
NW_026512769.1	96604	167094	1.73	0	37
NW_026512770.1	22583	70972	3.14	0	17
NW_026512771.1	54914	60383	1.10	0	19
NW_026512772.1	187598	348945	1.86	0	49
NW_026512773.1	64674	65855	1.02	0	39
NW_026512774.1	84767	147012	1.73	0	24
NW_026512775.1	26119	71268	2.73	0	44
NW_026512776.1	61726	98401	1.59	0	36
NW_026512777.1	57131	66851	1.17	0	15
NW_026512778.1	21194	31620	1.49	0	17
NW_026512779.1	57623	25282	0.44	0	10
NW_026512780.1	77722	74894	0.96	0	20
NW_026512781.1	142460	149368	1.05	0	30
NW_026512782.1	136601	211232	1.55	0	34
NW_026512783.1	53769	112066	2.08	0	31
NW_026512784.1	169996	244194	1.44	0	20
NW_026512785.1	38486	121362	3.15	0	78
NW_026512786.1	82301	149219	1.81	0	31
NW_026512787.1	26964	48359	1.79	0	39
NW_026512788.1	3474	3304	0.95	0	9
NW_026512789.1	16334	2483	0.15	0	4
NW_026512790.1	75770	229481	3.03	0	42
NW_026512791.1	49654	115422	2.32	0	19
NW_026512792.1	35207	72746	2.07	0	47
NW_026512793.1	51708	163002	3.15	0	20
NW_026512794.1	55967	42041	0.75	0	15
NW_026512795.1	20066	23480	1.17	0	17
NW_026512796.1	236132	754586	3.20	0	182
NW_026512797.1	40916	96538	2.36	0	20
NW_026512798.1	40737	195505	4.80	0	40
NW_026512799.1	49990	84579	1.69	0	35
NW_026512800.1	54201	115377	2.13	0	20
NW_026512801.1	513096	1202687	2.34	0	79
NW_026512802.1	182732	277863	1.52	0	20
NW_026512803.1	49870	47477	0.95	0	9
NW_026512804.1	44753	121996	2.73	0	43
NW_026512805.1	50592	90933	1.80	0	24
NW_026512806.1	69956	187097	2.67	0	27
NW_026512807.1	55739	83690	1.50	0	13
NW_026512808.1	51253	459778	8.97	0	98
NW_026512809.1	21392	90126	4.21	0	29
NW_026512810.1	57571	184094	3.20	0	30
NW_026512811.1	10038	17775	1.77	0	7
NW_026512812.1	132755	218696	1.65	0	23
NW_026512813.1	36277	1163307	32.07	0	368
NW_026512814.1	65506	41112	0.63	0	12
NW_026512815.1	21526	51307	2.38	0	15
NW_026512816.1	39699	154940	3.90	0	87
NW_026512817.1	132691	442375	3.33	0	83
NW_026512818.1	309753	472957	1.53	0	113
NW_026512819.1	51430	126000	2.45	0	18
NW_026512820.1	57020	120226	2.11	0	39
NW_026512821.1	35476	64636	1.82	0	34
NW_026512822.1	50115	85817	1.71	0	17
NW_026512823.1	41728	61561	1.48	0	13
NW_026512824.1	60501	58019	0.96	0	13
NW_026512825.1	34488	84703	2.46	0	22
NW_026512826.1	198172	222698	1.12	0	48
NW_026512827.1	42013	312623	7.44	0	212
NW_026512828.1	378960	610776	1.61	0	40
NW_026512829.1	26842	166285	6.19	0	56
NW_026512830.1	116768	179461	1.54	0	32
NW_026512831.1	144912	206787	1.43	0	23
NW_026512832.1	121749	187867	1.54	0	23
NW_026512833.1	244345	430218	1.76	0	51
NW_026512834.1	23415	60468	2.58	0	26
NW_026512835.1	26777	38822	1.45	0	22
NW_026512836.1	52598	121346	2.31	0	65
NW_026512837.1	27919	20813	0.75	0	11
NW_026512838.1	206295	354517	1.72	0	53
NW_026512839.1	190805	572263	3.00	0	85
NW_026512840.1	268894	482758	1.80	0	66
NW_026512841.1	43726	1280101	29.28	0	486
NW_026512842.1	103708	184558	1.78	0	24
NW_026512843.1	131029	390448	2.98	0	29
NW_026512844.1	32976	51442	1.56	0	13
NW_026512845.1	60424	90064	1.49	0	26
NW_026512846.1	31424	65170	2.07	0	28
NW_026512847.1	57873	316859	5.48	0	264
NW_026512848.1	54022	138629	2.57	0	50
NW_026512849.1	28986	85237	2.94	0	26
NW_026512850.1	45049	73134	1.62	0	13
NW_026512851.1	33505	91739	2.74	0	30
NW_026512852.1	38203	71137	1.86	0	55
NW_026512853.1	25282	43837	1.73	0	13
NW_026512854.1	45993	90448	1.97	0	25
NW_026512855.1	185932	384412	2.07	0	55
NW_026512856.1	87863	158386	1.80	0	29
NW_026512857.1	25719	89562	3.48	0	39
NW_026512858.1	49222	118595	2.41	0	88
NW_026512859.1	43306	157191	3.63	0	27
NW_026512860.1	147836	213458	1.44	0	25
NW_026512861.1	31038	55854	1.80	0	15
NW_026512862.1	50002	77108	1.54	0	28
NW_026512863.1	31279	27128	0.87	0	62
NW_026512864.1	76241	155782	2.04	0	28
NW_026512865.1	361460	1048588	2.90	0	152
NW_026512866.1	5433	11727	2.16	0	13
NW_026512867.1	59192	107078	1.81	0	24
NW_026512868.1	42569	122425	2.88	0	92
NW_026512869.1	209395	503049	2.40	0	78
NW_026512870.1	62181	353802	5.69	0	180
NW_026512871.1	326707	757104	2.32	0	37
NW_026512872.1	25023	59416	2.37	0	18
NW_026512873.1	51313	329373	6.42	0	72
NW_026512874.1	21202	75557	3.56	0	57
NW_026512875.1	69444	103667	1.49	0	19
NW_026512876.1	44748	31242	0.70	0	15
NW_026512877.1	57620	104160	1.81	0	25
NW_026512878.1	308361	426641	1.38	0	65
NW_026512879.1	4420	6890	1.56	0	13
NW_026512880.1	72195	258814	3.58	0	27
NW_026512881.1	42879	25436	0.59	0	9
NW_026512882.1	63543	103167	1.62	0	48
NW_026512883.1	38535	863178	22.40	0	569
NW_026512884.1	40418	379222	9.38	0	84
NW_026512885.1	30410	79661	2.62	0	52
NW_026512886.1	39050	190350	4.87	0	64
NW_026512887.1	32424	56792	1.75	0	128
NW_026512888.1	293628	549304	1.87	0	68
NW_026512889.1	46497	173243	3.73	0	217
NW_026512890.1	235244	568466	2.42	0	60
NW_026512891.1	136668	137780	1.01	0	30
NW_026512892.1	45826	112469	2.45	0	37
NW_026512893.1	32558	46942	1.44	0	12
NW_026512894.1	31033	426020	13.73	0	861
NW_026512895.1	101462	226867	2.24	0	32
NW_026512896.1	66920	130742	1.95	0	27
NW_026512897.1	30998	69130	2.23	0	54
NW_026512898.1	57721	142501	2.47	0	59
NW_026512899.1	53146	202266	3.81	0	24
NW_026512900.1	456533	1201256	2.63	0	157
NW_026512901.1	44814	178486	3.98	0	37
NW_026512902.1	140348	438579	3.12	0	88
NW_026512903.1	35755	120855	3.38	0	31
NW_026512904.1	59133	22167	0.37	0	11
NW_026512905.1	1868	15613	8.36	0	32
NW_026512906.1	155187	397296	2.56	0	166
NW_026512907.1	80621	46140	0.57	0	9
NW_026512908.1	52408	269195	5.14	0	56
NW_026512909.1	49996	70797	1.42	0	13
NW_026512910.1	93982	1772497	18.86	0	525
NW_026512911.1	143563	380827	2.65	0	139
NW_026512912.1	54209	89360	1.65	0	23
NW_026512913.1	31266	269171	8.61	0	96
NW_026512914.1	48997	132446	2.70	0	132
NW_026512915.1	22322	236534	10.60	0	193
NW_026512916.1	278708	445095	1.60	0	31
NW_026512917.1	202728	238365	1.18	0	20
NW_026512918.1	52554	42641	0.81	0	14
NW_026512919.1	49997	65208	1.30	0	18
NW_026512920.1	61153	61672	1.01	0	12
NW_026512921.1	155612	2620546	16.84	0	219
NW_026512922.1	152036	297927	1.96	0	22
NW_026512923.1	69357	82709	1.19	0	21
NW_026512924.1	44816	36907	0.82	0	17
NW_026512925.1	50893	44256	0.87	0	20
NW_026512926.1	100375	115371	1.15	0	20
NW_026512927.1	145076	300618	2.07	0	34
NW_026512928.1	233520	276998	1.19	0	17
NW_026512929.1	354744	545885	1.54	0	33
NW_026512930.1	49412	71233	1.44	0	29
NW_026512931.1	86918	339685	3.91	0	63
NW_026512932.1	98812	186723	1.89	0	45
NW_026512933.1	189263	309939	1.64	0	54
NW_026512934.1	172668	375528	2.17	0	51
NW_026512935.1	29904	96460	3.23	0	29
NW_026512936.1	102399	157012	1.53	0	28
NW_026512937.1	104680	88162	0.84	0	86
NW_026512938.1	78955	188442	2.39	0	31
NW_026512939.1	35215	40071	1.14	0	21
NW_026512940.1	209654	374606	1.79	0	27
NW_026512941.1	21754	191146	8.79	0	97
NW_026512942.1	130913	389262	2.97	0	45
NW_026512943.1	51463	56361	1.10	0	15
NW_026512944.1	26136	17103	0.65	0	6
NW_026512945.1	161824	418279	2.58	0	94
NW_026512946.1	22730	79246	3.49	0	39
NW_026512947.1	140393	231224	1.65	0	33
NW_026512948.1	163802	720267	4.40	0	68
NW_026512949.1	75890	939157	12.38	0	391
NW_026512950.1	44816	144513	3.22	0	105
NW_026512951.1	32526	75990	2.34	0	14
NW_026512952.1	42294	90368	2.14	0	33
NW_026512953.1	301419	514674	1.71	0	115
NW_026512954.1	46018	121367	2.64	0	47
NW_026512955.1	396097	557123	1.41	0	57
NW_026512956.1	355509	813052	2.29	0	65
NW_026512957.1	51290	54120	1.06	0	14
NW_026512958.1	24777	107460	4.34	0	43
NW_026512959.1	133108	169181	1.27	0	31
NW_026512960.1	52567	65679	1.25	0	22
NW_026512961.1	79757	158963	1.99	0	38
NW_026512962.1	176338	566283	3.21	0	54
NW_026512963.1	49998	86798	1.74	0	18
NW_026512964.1	78073	198892	2.55	0	59
NW_026512965.1	50074	84548	1.69	0	16
NW_026512966.1	151898	257609	1.70	0	53
NW_026512967.1	107131	663273	6.19	0	520
NW_026512968.1	63238	74201	1.17	0	43
NW_026512969.1	34212	6105	0.18	0	3
NW_026512970.1	47614	22222	0.47	0	22
NW_026512971.1	26089	49552	1.90	0	15
NW_026512972.1	47369	101163	2.14	0	18
NW_026512973.1	27339	44060	1.61	0	12
NW_026512974.1	39564	65937	1.67	0	35
NW_026512975.1	234577	606526	2.59	0	46
NW_026512976.1	91809	96500	1.05	0	15
NW_026512977.1	365225	845202	2.31	0	55
NW_026512978.1	59165	318602	5.38	0	39
NW_026512979.1	45261	91495	2.02	0	15
NW_026512980.1	57329	58701	1.02	0	41
NW_026512981.1	47084	239527	5.09	0	43
NW_026512982.1	3931	9181	2.34	0	11
NW_026512983.1	309328	973745	3.15	0	61
NW_026512984.1	31367	159945	5.10	0	64
NW_026512985.1	40679	52506	1.29	0	22
NW_026512986.1	306425	869427	2.84	0	100
NW_026512987.1	56589	39302	0.69	0	21
NW_026512988.1	20489	42492	2.07	0	16
NW_026512989.1	33373	208744	6.25	0	61
NW_026512990.1	51139	146983	2.87	0	26
NW_026512991.1	54263	61212	1.13	0	14
NW_026512992.1	42142	145707	3.46	0	36
NW_026512993.1	172867	813240	4.70	0	149
NW_026512994.1	30199	67543	2.24	0	27
NW_026512995.1	29973	32570	1.09	0	12
NW_026512996.1	43730	167638	3.83	0	191
NW_026512997.1	36108	78780	2.18	0	17
NW_026512998.1	106018	142990	1.35	0	28
NW_026512999.1	49998	64438	1.29	0	15
NW_026513000.1	22691	95452	4.21	0	93
NW_026513001.1	93294	144230	1.55	0	33
NW_026513002.1	85177	162979	1.91	0	20
NW_026513003.1	185576	293828	1.58	0	54
NW_026513004.1	326467	771806	2.36	0	195
NW_026513005.1	30142	58320	1.93	0	25
NW_026513006.1	8596	11436	1.33	0	11
NW_026513007.1	71819	88322	1.23	0	18
NW_026513008.1	168369	282736	1.68	0	49
NW_026513009.1	35022	44236	1.26	0	29
NW_026513010.1	24742	65824	2.66	0	23
NW_026513011.1	43960	72556	1.65	0	55
NW_026513012.1	31006	41841	1.35	0	12
NW_026513013.1	32468	65895	2.03	0	33
NW_026513014.1	41992	82490	1.96	0	14
NW_026513015.1	28362	38390	1.35	0	12
NW_026513016.1	50004	83374	1.67	0	14
NW_026513017.1	167219	316728	1.89	0	29
NW_026513018.1	50024	68242	1.36	0	44
NW_026513019.1	51834	60813	1.17	0	15
NW_026513020.1	25464	39884	1.57	0	17
NW_026513021.1	57481	93440	1.63	0	38
NW_026513022.1	3631	1821	0.50	0	6
NW_026513023.1	36045	46758	1.30	0	32
NW_026513024.1	66877	212407	3.18	0	37
NW_026513025.1	68596	105887	1.54	0	31
NW_026513026.1	57604	46886	0.81	0	19
NW_026513027.1	33177	118468	3.57	0	77
NW_026513028.1	34974	35653	1.02	0	26
NW_026513029.1	445398	702674	1.58	0	64
NW_026513030.1	52654	148115	2.81	0	41
NW_026513031.1	50460	160290	3.18	0	66
NW_026513032.1	29612	42027	1.42	0	18
NW_026513033.1	209339	341959	1.63	0	26
NW_026513034.1	30007	127686	4.26	0	44
NW_026513035.1	22486	75291	3.35	0	62
NW_026513036.1	148156	542898	3.66	0	565
NW_026513037.1	64847	431751	6.66	0	375
NW_026513038.1	313902	355715	1.13	0	30
NW_026513039.1	51603	67601	1.31	0	28
NW_026513040.1	6049	3431	0.57	0	5
NW_026513041.1	45444	100038	2.20	0	38
NW_026513042.1	78455	115926	1.48	0	25
NW_026513043.1	38483	50292	1.31	0	31
NW_026513044.1	96466	152233	1.58	0	27
NW_026513045.1	11976	46934	3.92	0	22
NW_026513046.1	31481	111362	3.54	0	38
NW_026513047.1	40579	71696	1.77	0	19
NW_026513048.1	55568	100829	1.81	0	23
NW_026513049.1	50829	84400	1.66	0	14
NW_026513050.1	68011	159349	2.34	0	96
NW_026513051.1	87025	112946	1.30	0	12
NW_026513052.1	28117	149506	5.32	0	393
NW_026513053.1	22671	155509	6.86	0	80
NW_026513054.1	147478	288648	1.96	0	48
NW_026513055.1	25922	34302	1.32	0	27
NW_026513056.1	155037	254139	1.64	0	27
NW_026513057.1	21463	49061	2.29	0	17
NW_026513058.1	45698	75871	1.66	0	22
NW_026513059.1	57317	40297	0.70	0	13
NW_026513060.1	27127	28133	1.04	0	11
NW_026513061.1	82379	424676	5.16	0	157
NW_026513062.1	23306	93503	4.01	0	25
NW_026513063.1	100756	429582	4.26	0	163
NW_026513064.1	71684	151665	2.12	0	36
NW_026513065.1	129472	181469	1.40	0	36
NW_026513066.1	297903	588999	1.98	0	31
NW_026513067.1	239262	419834	1.75	0	30
NW_026513068.1	27918	49453	1.77	0	20
NW_026513069.1	82119	139474	1.70	0	24
NW_026513070.1	511436	1344934	2.63	0	393
NW_026513071.1	71833	299199	4.17	0	152
NW_026513072.1	103456	129459	1.25	0	31
NW_026513073.1	178886	572730	3.20	0	72
NW_026513074.1	33032	102201	3.09	0	53
NW_026513075.1	65515	200283	3.06	0	23
NW_026513076.1	87075	103935	1.19	0	18
NW_026513077.1	46280	70875	1.53	0	14
NW_026513078.1	443460	863876	1.95	0	88
NW_026513079.1	30307	65422	2.16	0	17
NW_026513080.1	20071	33108	1.65	0	15
NW_026513081.1	31366	62173	1.98	0	17
NW_026513082.1	71614	88358	1.23	0	36
NW_026513083.1	34594	5230129	151.19	0	1285
NW_026513084.1	77717	341335	4.39	0	101
NW_026513085.1	57032	212656	3.73	0	110
NW_026513086.1	31842	67282	2.11	0	25
NW_026513087.1	56988	157710	2.77	0	42
NW_026513088.1	50000	63066	1.26	0	21
